,lat,lon,country,rating,wait,distance_from_spot,text,country_group,original_lat,original_lon,feature,proximity,road_delete,road_distance,road_segment,geometry
144,51.27287389357455,12.381600379943945,DE,5.0,,,,DE,51.27287389357455,12.381600379943945,,False,False,False,False,POINT (12.381600379943945 51.27287389357455)
162,51.3465903577907,12.1944808959961,DE,5.0,,,"To get into the city from the autobahn its perfect

―Anonymous",DE,51.3465903577907,12.1944808959961,,False,False,False,False,POINT (12.1944808959961 51.3465903577907)
169,51.34970326044993,12.221826553344208,DE,5.0,,,"Wrong spot, it should be the bus stop jus next to it. On the gas station we didnt have much luck. Not many cars, most of the people just came to have some snack there.

―Thejourneyramino (Hitchwiki), August 2014

You can get here with bus #130 or #131 from the city centre (Dlzig, B 181/Sdstr.). We were hitch-hiking on the bus stop where we got out. Direction to the west with a sign of highway #9 and #38 to Dortmund worked well. After few minutes car stopped and took us all the was to Kassel.

―Anonymous, August 2014",DE,51.34970326044993,12.221826553344208,,False,False,False,False,POINT (12.221826553344208 51.34970326044993)
87,51.062353818709,13.575129747175,DE,5.0,19.0,,"A real good station for going west in direction of Chemnitz or Leipzig but also other destiations like magdeburg, hanover, kln, stuttgart, nrnberg, ...
but for the begin its always better to ask only for the direction because its easyer to tramp from rest stop to rest stop

―Anonymous, August 2011",DE,51.062353818709,13.575129747175,,False,False,False,False,POINT (13.575129747175 51.062353818709)
79,51.05001116882422,13.670179188250309,DE,5.0,10.0,,"You can enter the Petrolstation through a small path from behind the big walls. I think it's a ok spot to get a ride to at least the next big rest area ""Dresdener Tor"" direction Leipzig.

―Anonymous, August 2014",DE,51.05001116882422,13.670179188250309,,False,False,False,False,POINT (13.670179188250309 51.05001116882422)
89,51.062683143089,13.680058171964,DE,5.0,16.0,,"I asked and waited about 30-40 minutes. But it was on a saturday morning (9.00 am). My destination was Leipzig.

―Pete (Hitchwiki), March 2012

I was asking folks here at the gas station and it took a while, but they were very nice and took me for about a 500 km ride.

―Naysayr (Hitchwiki), September 2012

Thumbing and asking on a friday afternoon and after 20 min I was gone.

―Krassberd (Hitchwiki), May 2013

Very little clients at the gas station on monday morning. If there is few traffic you can try using a sign on the sidewalk since cars can stop here well. Nice spot, a lot of cars direction Leipzig. Got spot to go north on A14.

―Santa klaus (Hitchwiki), October 2013

Take tram #1 from the Old Town to the stop Cotta and after 10 min walking you are in the gas station. 
It was Saturday afternoon, there were all the time cars coming and the 4th one we asked gave us a ride. Waiting about 5 min. It is the last gas station before the highway. Very good spot!

―Thejourneyramino (Hitchwiki), August 2014

Got a ride directly to Zwickau in no time.

―Anonymous, July 2019

A fuelstation (Aral) near the Motorway A14

―Anonymous, November 2011",DE,51.062683143089,13.680058171964,,False,False,False,False,POINT (13.680058171964 51.062683143089)
90,51.0637577358976,13.6783003807068,DE,5.0,17.0,,"Best place to leave Dresden direction West/South.

―Anonymous, November 2010

don't be afraid if there aren't many cars around the gas station...most of them will head west/south and can take you at least to Chemnitz.

―FlinkerElch (Hitchwiki), October 2011

direction leipzig, chemnitz

―Anonymous",DE,51.0637577358976,13.6783003807068,,False,False,False,False,POINT (13.6783003807068 51.0637577358976)
76,51.031399128039226,13.547780990602249,DE,5.0,5.0,,"After 5 min. a driver took us directly to Freiberg.

―Anonymous, June 2016",DE,51.031399128039226,13.547780990602249,,False,False,False,False,POINT (13.547780990602249 51.031399128039226)
92,51.072927003014,13.668379425993,DE,5.0,,,"Very good place, in 5 minutes a car to Chemnitz. But you can find here also dirrection Hannover.

―Anonymous, January 2015",DE,51.072927003014,13.668379425993,,False,False,False,False,POINT (13.668379425993 51.072927003014)
150,51.3040071862251,12.37404942512528,DE,5.0,,,,DE,51.3040071862251,12.37404942512528,,False,False,False,False,POINT (12.37404942512528 51.3040071862251)
62,51.0072743259185,13.72967004776,DE,5.0,15.0,,"great spot! waited less than five minutes and two cars stopped. first only wanted to go to pirna, the next city. one minute later a czech car stopped and brought us right til prague!

―Anonymous, September 2011

Hey guys for me It's a great spot. Best ride I ever had,I was standing under the sign( mention in the description)saying ""Prague"" it is safe but a bit difficult to reach check weel the map. and if you are going there by bus tell the driver which  place you are going and make him understand you are hitchhiking, for me it helped. After 10 min. late in the afternoon, whether was not very good a car stopped and strait to Prague. The girl that was driving was caring two people that were carpooling and one was going to Prague and I when at the same hostel(I didm't have one) and the driver brought us AT the hostel in the center of Prague seriously she waled in the hostel with us!! But remember it can be luck!
But good luck and have a great hitch!!

―Anonymous, December 2013

after a hard walk i arrived finaly at this place=) just need 30 minutes to get a ride to CZ nice place but hard to go there=)

―Anonymous, August 2014

worked really well for me to go to prag. you open the above mentioned door, easily cross the street and here you are. ten minutes and you have a car to prague! good luck!


―Nazaryan92 (Hitchwiki), March 2015

to get to praha (prague, prag) on autobahn 'A 17' this is a good spot. you can stand underneath (or in front of-) the tall blue 'PIRNA - PRAHA' sign on 'B 170'. there is a curbside where the road bends onto the autobahn's on ramp, it is safe (legal) to stand there also safe for drivers to stop on the mentioned (cobbled) sliproad. you will know what i mean if you see it. to get there you can take the ??? bus from the city center which stops only a few hundred meters away or walk for around 30 minutes from the dresden DB main station via 'fritz-löffler straße', 'bergstraße', 'innsbrucker straße' and  'possendorfer straße' (do not follow 'innsbrucker straße' all its way but shortcut through 'kaitz' village). there is a noise protection wall between 'possendorfer straße' and 'B 170' but don't worry, there are doors to open in the wall. don't miss the view on elbsandsteingebirge from the B 170 bridge over the autobahn. on my personal ranking ""1"" (very-very poor) to ""10"" (excellent) i will rate this spot a ""7 to 8"". 

―Anonymous",DE,51.0072743259185,13.72967004776,,False,False,False,False,POINT (13.72967004776 51.0072743259185)
97,51.07960879182543,13.896006435154302,DE,5.0,,,,DE,51.07960879182543,13.896006435154302,,False,False,False,False,POINT (13.896006435154302 51.07960879182543)
73,51.0278802398215,13.732435941694636,DE,5.0,,,,DE,51.0278802398215,13.732435941694636,,False,False,False,False,POINT (13.732435941694636 51.0278802398215)
98,51.0796810008548,13.7398838996887,DE,5.0,9.0,,"Also good if you're going to Poland.

―Anonymous",DE,51.0796810008548,13.7398838996887,,False,False,False,False,POINT (13.7398838996887 51.0796810008548)
139,51.26024671879401,12.70808959007026,DE,5.0,3.0,,"I only waited like a vew seconds and got a ride to Dresden, even though it was really foggy and getting dark. I've been very lucky. and very nice and calm people especially those coming origanally from this region of Germany. they have nice stories to tell :)

―Thea for female travellers (Hitchwiki), November 2014

Very easy to find a ride to dresden. The more difficult part is to get to this petrolstation in the first place, my grandpa dropped me off here bc  nobody took me from paunsdorf center / leipzig.

―Restlessraul (Hitchwiki), December 2014

1 min to Dresden!

―Yarex (Hitchwiki), July 2015

Good place: it has a gas station, food/restaurant, a big parking lot and is most importantly decently busy.
Great place towards Dresden obviously, but also direction Prague/Praha (CZ) and Wroclaw (PL) !!

―Anonymous, November 2012",DE,51.26024671879401,12.70808959007026,,False,False,False,False,POINT (12.70808959007026 51.26024671879401)
68,51.01573708927537,14.743541679385173,DE,5.0,,,,DE,51.01573708927537,14.743541679385173,,False,False,False,False,POINT (14.743541679385173 51.01573708927537)
140,51.262250536428,12.706718444729,DE,5.0,14.0,,"we wanted to find someone going to the A38 for ending up in kassel finally. even though we found someone in1 5 or 20 min that ride was not so easy. on the A38 there very few petrol stations, not so many cars and we had only short rides. really difficult, but it worked anyhow.

―Alice d25 (Hitchwiki), July 2012

Got a ride to a service area near Paderborn after ~1 hour waiting. It`s not so easy but possible to find somebody who want take you direction Göttingen.


―Dynamo (Hitchwiki), June 2013

Very good for A14 (north) or A2 (northwest - Hannover e. g.). A9 is difficult. A38 is risky - nearly no traffic and/or gas stations here, consider a detour.

―Santa klaus (Hitchwiki), October 2013

Resting place Muldental. Here is a patrol station and a fast food restaurant. It is the last big stop before Leipzig. From here you find people who want to go to north/south on the A9 or keep heading west.

―Anonymous, July 2011",DE,51.262250536428,12.706718444729,,False,False,False,False,POINT (12.706718444729 51.262250536428)
66,51.01530511382782,14.7443356132532,DE,5.0,10.0,,,DE,51.01530511382782,14.7443356132532,,False,False,False,False,POINT (14.7443356132532 51.01530511382782)
141,51.26234561443268,12.704200386997417,DE,5.0,12.0,,"Got a ride towards Brunswick within 15 minutes.

―Anonymous, February 2020

Good place to catch a car to leipzig

―Anonymous, June 2016",DE,51.26234561443268,12.704200386997417,,False,False,False,False,POINT (12.704200386997417 51.26234561443268)
94,51.0730750614355,13.6681723594666,DE,5.0,23.0,,"Not the best spot ever. The sharp turn from both sides makes it hard for drivers to notice you and stop in time.

―Yooks (Hitchwiki), May 2015

Good spot, cars can stop easily. A truck picked us up after just a few minutes. Also it's an official hitchhiking spot authorized by Tramprennen :)
Although we wanted to go to Munich (via Chemnitz) we got in a truck going to Leipzig and got off a few km later on the service station Dresdner Tor. 


―Arno Nuem (Hitchwiki), February 2016

Very good place for cars to stop before the highway. There is a traffic lights, not fast speed

―Az-alcmar (Hitchwiki), June 2016

this is a great spot for going to leipzig or to nurmberg. Took the bus to within 200 meters of it. This spot also had a great place for the cars to stop and pick you up 

―Anonymous",DE,51.0730750614355,13.6681723594666,,False,False,False,False,POINT (13.6681723594666 51.0730750614355)
179,51.35362979609114,12.475348949432401,DE,5.0,,,,DE,51.35362979609114,12.475348949432401,,False,False,False,False,POINT (12.475348949432401 51.35362979609114)
180,51.354122264439305,12.493223190305208,DE,5.0,20.0,,"Great indeed! Just as described, 2nd pole before the motorway sign, and there's decent place on the lawn for cars to pull over.

―Anonymous, December 2015

If you're going towards Dresden, this is the best spot in my experience. I tried the other spots before this, and there is nowhere for people to stop. Here, 6 cars stopped for me in 15 mins. I didn't have a sign, and one of these took me to Dresden - the rest were just going to the next town. The trick is to put your bags against the second pole/stake from the motorway sign, then stand to the left and in front of your bags. It's non threatening and people can see you. I tried other positions (behind pole) and it didn't work. 

―Anonymous, November 2015",DE,51.354122264439305,12.493223190305208,,False,False,False,False,POINT (12.493223190305208 51.354122264439305)
15,50.67960769255107,12.586596250535509,DE,5.0,8.0,,"I started twice from this place. Took me both times 10 minutes for a direct ride to Dresden.

―Dynamo (Hitchwiki), September 2015

With the sign ""Dresden"" I waited 5 minutes for a ride to the parking area Neukirchener Wald. From Zwickau to Berlin I traveled 4 hours.


―Dynamo (Hitchwiki), October 2015

Bus stop: Hrtensdorfer Weg; Take Bus Nr. 141 from Zwickau Zentrum (Price 1 Zone 2). 

―Anonymous, September 2015",DE,50.67960769255107,12.586596250535509,,False,False,False,False,POINT (12.586596250535509 50.67960769255107)
10,50.606370819512236,12.385711669921877,DE,5.0,7.0,36.55222445590129,"Got to Chemnitz very quickly

―chris8, January 2023",DE,50.606370819512236,12.385711669921877,,False,False,False,False,POINT (12.385711669921877 50.606370819512236)
183,51.368850316063,12.397865295243,DE,5.0,30.0,,,DE,51.368850316063,12.397865295243,,False,False,False,False,POINT (12.397865295243 51.368850316063)
182,51.36549279068594,12.3988282084464,DE,5.0,15.0,,"Take the tram to Volbedingstrae, from there the underpass.

We didn't stand longer than 15 minutes 

―Anonymous, August 2014",DE,51.36549279068594,12.3988282084464,,False,False,False,False,POINT (12.3988282084464 51.36549279068594)
192,51.412286706511075,12.358726501464902,DE,5.0,,,,DE,51.412286706511075,12.358726501464902,,False,False,False,False,POINT (12.358726501464902 51.412286706511075)
195,51.60508155559554,12.585920333861132,DE,5.0,,,"Easy to get a ride to Wittenberg. 5 min waiting time.

―Anonymous, January 2016",DE,51.60508155559554,12.585920333861132,,False,False,False,False,POINT (12.585920333861132 51.60508155559554)
18,50.70439828401095,12.749459981917392,DE,5.0,,,"super Spot, i had a ride until Plauen

―Anonymous, June 2016

Possible to get a ride to the Rest Area ""Vogtland Nord""


―Anonymous, September 2016

My favourite Spot Place!
Its easy to get a ride to Plauen.
With a bit of luck you get a ride to the Rest Area Vogtland Nord.

―Anonymous, May 2017

IIt's easy to get a ride from here to Plauen. With a bit of luck further to rest area Vogtland Nord or Hof.


―Anonymous, January 2018",DE,50.70439828401095,12.749459981917392,,False,False,False,False,POINT (12.749459981917392 50.70439828401095)
42,50.9112392373908,14.8047637939453,DE,5.0,13.0,,"nach Löbau, Bautzen, Dresden.
Bushaltestelle

―Anonymous",DE,50.9112392373908,14.8047637939453,,False,False,False,False,POINT (14.8047637939453 50.9112392373908)
5,50.50690147405341,12.21632289344764,DE,5.0,10.0,,"10 min gewartet, Sonntag 17.03. Direkt nach Dresden. 

―Anonymous, March 2013",DE,50.50690147405341,12.21632289344764,,False,False,False,False,POINT (12.21632289344764 50.50690147405341)
123,51.1736190161036,14.4703674316406,DE,5.0,,,"nach Löbau, Zittau

―Anonymous",DE,51.1736190161036,14.4703674316406,,False,False,False,False,POINT (14.4703674316406 51.1736190161036)
21,50.778102948376215,12.925986886028264,DE,5.0,10.0,,"The were some kids driving around on their bikes looking at my like they had never seen a Hitchhiker before. (Erzgebirge -.-) but just before I left they came by and gave me some rolls ""for the journey"" that was really sweet. :)

―Lukas (Hitchwiki), September 2015

Super Spot in the direction to Annaberg or further.


―Anonymous, August 2016

Great spot to find a ride to south or Annaberg Buchholz.
Take the tram C11 to ""Chemnitz-Harthau"" (2.20 € from ""Chemnitz Zentralhaltestelle"") than walk 100m to the street ""Annaberger Straße"", turn left and walk 200/250m you see the Bus Stop on the left side call ""Alte Harth""

―Anonymous, September 2016

Nice spot towards Annaberg. There is a bus stop and the traffic is fairly slow. Only problem is that a lot of the cars are not going very far. Who the fuck want's to go to Annaberg anyway? :D

―Anonymous, September 2015",DE,50.778102948376215,12.925986886028264,,False,False,False,False,POINT (12.925986886028264 50.778102948376215)
120,51.16158437511518,14.974218478202564,DE,5.0,5.0,,"Bus stop after traffic light at the crossing of streets Heilige-Grab and Nieskyer, perfect for direction of Dresden and highway A4 in general

―Anonymous, July 2012",DE,51.16158437511518,14.974218478202564,,False,False,False,False,POINT (14.974218478202564 51.16158437511518)
164,51.34823574863759,12.392672538758081,DE,5.0,18.0,,"Stood there for ca. 20 minutes, then someone took me to a gasstation. There's enough place to stop at the entry to the gardening center

―Anonymous, August 2013",DE,51.34823574863759,12.392672538758081,,False,False,False,False,POINT (12.392672538758081 51.34823574863759)
119,51.15651376647752,13.123864173889498,DE,5.0,,,,DE,51.15651376647752,13.123864173889498,,False,False,False,False,POINT (13.123864173889498 51.15651376647752)
163,51.34772072757833,12.195811569823654,DE,5.0,24.0,150.82474499264498,"Took this spot sometimes to hitchhike to Berlin and one time to the South, worked always great. There's a bus stop where people can stop

―Anonymous, January 2023

Great spot to hitch towards the city. If you get dropped at Ikea, walk cross the Autobahn bridge and hitch here. Loads of space even for trucks to stop.

―Anonymous, June 2014",DE,51.34772072757833,12.195811569823654,,False,False,False,False,POINT (12.195811569823654 51.34772072757833)
181,51.35419261662922,12.394753932953124,DE,4.0,45.0,,"Gas station: not much outbound traffic;
I found a ride to Berlin on the street, before the station. (Saturday noon)

―Anonymous, May 2016

I use this spot frequently to go to berlin for the weekend and my average is below 15 mins, max waiting time was half an hour


―Anonymous, June 2019",DE,51.35419261662922,12.394753932953124,,False,False,False,False,POINT (12.394753932953124 51.35419261662922)
118,51.156510153464,13.445742130155,DE,4.0,5.0,,,DE,51.156510153464,13.445742130155,,False,False,False,False,POINT (13.445742130155 51.156510153464)
96,51.0776588746651,13.7399053573608,DE,4.0,,,"diretion berlin, chemnitz


―Anonymous",DE,51.0776588746651,13.7399053573608,,False,False,False,False,POINT (13.7399053573608 51.0776588746651)
185,51.37083289874328,12.47055315971427,DE,4.0,,,"august 2014; we were standing at the road, but cars are to fast; we asked then around at Mecces parking lot for a ride into town.

―Anonymous, September 2014",DE,51.37083289874328,12.47055315971427,,False,False,False,False,POINT (12.47055315971427 51.37083289874328)
93,51.0730110196522,13.6679416894913,DE,4.0,27.0,,"Hard for cars to stop since cars are fast in corner.

―Anonymous, November 2010

I agree, the cars from the opposite direction can hardly stop if the haven't been waiting at the traffic lights. However the spot is okay.

―Kriechstrom (Hitchwiki), December 2011

How to get here: take Bus 94 until ""Zschonergrundstraße"" or local railway to ""Dresden Kemnitz"" (not to confuse with the town Chemnitz 100 km away)

―Kriechstrom (Hitchwiki), January 2012

easily got a lift to Chemnitz (65km away) even if it was winter, raining and still darkish as it was early morning. Should work fine.

―Guidoz (Hitchwiki), January 2012

Perfect to go west. You will get fast a ride to Chemnitz. There is a big gas station called ""Auerswalder Blick"". You can keep going there.

―Anonymous, June 2012

I was waiting bit more then half an hour on Thrusday and got a jump with the direction to Leipzig ... 

―Hartigan (Hitchwiki), October 2012

Waited more than 1hr, but then had a ride of ~150km :) Didn't use a sign, maybe would be better to use it on this spot.

―Koendev (Hitchwiki), October 2012

This is good spot; just after the crosslights, near the bridge, at the entrance in the highway there is place for the cars on the outer lane to stop. I got a ride from here in 15 minutes :)

―Longhaul (Hitchwiki), March 2013

I prefer this spot for going west. Waitingtime between ~30-45 minutes.


―Dynamo (Hitchwiki), June 2013

Waited here for an average 5 or 10 minutes, getting a direct lift to Chemnitz is easy. You may need to stop at ""Auerswalder Blick"" near Chemnitz for a lift to Leipzig or Zwickau / Plauen. Havent tried direction Berlin or Prague

―Anonymous, March 2014

just ask people to get to the petrolstation ""dresdner Tor"", which is just 5 mins from there. there you can ask people to go to leipzig chemnitz or erfurt


―Anonymous, September 2014

Not the best spot ever. The sharp turn from both sides makes it hard for drivers to notice you and stop in time.

―Yooks (Hitchwiki), May 2015

As most people not the best stop because of the sharp turn which makes it hard for drivers to notice and stop in time.... but still a good to average place... I got a lift to straight leipzig within 20-30 minutes on a thursday around 5:30 in the morning


―Anonymous, July 2015

Tracks can't stop here (too less space) and at the morning  (6 am) there are only locals (DD). Probably it is easier to catch a car to Leipzig that to Chemnitz.

―Micho (Hitchwiki), August 2015

Took me 10 minutes for a ride to Zwickau (sign Zwickau).

―Dynamo (Hitchwiki), September 2015

Was here for just 5 minutes, getting a direct lift to Chemnitz



―Anonymous, December 2016

great spot for hitching west (Chemnitz, Leipzig Erfurt, Jena)... just show a sign saying C,L, EF, J, etc...


―Anonymous",DE,51.0730110196522,13.6679416894913,,False,False,False,False,POINT (13.6679416894913 51.0730110196522)
11,50.62532174378149,12.90750378370248,DE,4.0,,,"Possible to get a ride to the A72.


―Anonymous, July 2016

On a saturday morning there wasn`t much traffic but still more then!
Had a ride to the A72 

―Anonymous, May 2017",DE,50.62532174378149,12.90750378370248,,False,False,False,False,POINT (12.90750378370248 50.62532174378149)
136,51.199972943265,12.970046996956,DE,4.0,5.0,,"Few cars but good place 

―Djianfrev (Hitchwiki), July 2011",DE,51.199972943265,12.970046996956,,False,False,False,False,POINT (12.970046996956 51.199972943265)
132,51.194782700565,12.9848098754883,DE,4.0,,,"Direction: Leipzig, Halle, Magdeburg, Hanover, even Göttingen

small gas station, but last resting place before leipzig. To be closed within a year from today. Not too much traffic but asking people helps you out

―Anonymous",DE,51.194782700565,12.9848098754883,,False,False,False,False,POINT (12.9848098754883 51.194782700565)
