,lat,lon,country,rating,wait,distance_from_spot,text,country_group,original_lat,original_lon,feature,proximity,road_delete,road_distance,road_segment,geometry
752,49.42205373401348,11.206664085388873,DE,5.0,25.0,,"Good place to start hitchhiking from nrnberg in direction to berlin.

―Anonymous, March 2014",DE,49.42205373401348,11.206664085388873,,False,False,False,False,POINT (11.206664085388873 49.42205373401348)
1691,51.4877299604999,9.87653732299805,DE,5.0,14.0,,"Great spot for both directions!

―Ausschliessi (Hitchwiki), May 2012

Perfect spot for going either north or south.

―Elokuu (Hitchwiki), April 2014

you can go there from göttingen hauptbahnhof by taking bus 130. it costs 3,20€ and takes you to ""raseanger"", which is the closest bus station near the roadhouse/gas station. 

―Binbash (Hitchwiki), June 2014

its a great spot for north and south. but for east its hard. i waited there for hours, then i went back and tried it directly on the a38. i don't have a good solution, its not easy to go in the east from here.

―Anonymous, June 2016

After I found a lift to Allertal service station, 2 more people asked me if they could take me along

―Anonymous, January 2018

Was dropped off here in the middle of the night, had a ride on its way to take us to Hamburg but while waiting a guy came up and asked us where we were going and gave us a lift all the way to Lübeck. 

―Anonymous, July 2018

a lot of traffic comming through on ""A 7"" at 'tank und rastanlange göttingen'. you can also north/south change the sides of ""A 7"" via a bridge. safe even at night with enough traffic even later in the evening. you should not be waiting for longer than 10 minutes on any side ('göttingen east' or '- west') of this 'rastanlage'.

―Anonymous",DE,51.4877299604999,9.87653732299805,,False,False,False,False,POINT (9.87653732299805 51.4877299604999)
1463,51.08544045485862,13.691762924194595,DE,5.0,,,"Ask people at McDonnalds. It´s a common meeting point for sharing rides (e.g. Blablacar etc). I was waiting 5 min to get a ride to the first service station on the motorway to Chemnitz and 10 min for a ride to Leipzig/Kassel

―Anonymous, August 2015",DE,51.08544045485862,13.691762924194595,,False,False,False,False,POINT (13.691762924194595 51.08544045485862)
885,49.88579997342811,8.832648342759766,DE,5.0,,,"Not too far to get to here by foot from city center. I've spoken to a local girl who told me she has seen hitchhikers standing here a few times, so I came here to give it a try. Hitchhiking to Stockholm, I got a direct ride in around 15min. I'd recommend to only accept rides going direct to Stockholm from here, there should be many drivers doing this route and this seems to be always really a good spot. You should stand right at the corner so that people coming from both your left and right side can see you. There's a good space for them to pull over right at this corner, just make sure you don't block it with your backpack and make sure you stand right at the corner so that they have time enough to think and pull over for you safely!

―Anonymous, July 2016",DE,49.88579997342811,8.832648342759766,,False,False,False,False,POINT (8.832648342759766 49.88579997342811)
1694,51.4916446565303,9.87688064575195,DE,5.0,,,"Very much traffic here, great for both directions.

―Anonymous",DE,51.4916446565303,9.87688064575195,,False,False,False,False,POINT (9.87688064575195 51.4916446565303)
339,48.28246849512185,9.75226306915264,DE,5.0,,,"very good spot to hitchhike towards Ulm.

We waited not more than 5 mins to get a ride. 
For the other direction its not that perfect, because there is only a bus station on the right side going towards Ulm.

―Anonymous, November 2012",DE,48.28246849512185,9.75226306915264,,False,False,False,False,POINT (9.75226306915264 48.28246849512185)
1471,51.10293103331528,10.637088954449114,DE,5.0,,,"We were going to Eisenach to catch the main highway to Frankfurt. It was very easy, cause it was snowing and people fell pitty of us. hahaha. five minutes and got a ride. be careful of where they drop u off at Eisenach if you continue your trip, cause we got a shitty spot to keep on. Good luck. 

―Bohua (Hitchwiki), March 2015",DE,51.10293103331528,10.637088954449114,,False,False,False,False,POINT (10.637088954449114 51.10293103331528)
2629,54.056015804193116,12.117585182188776,DE,5.0,,,,DE,54.056015804193116,12.117585182188776,,False,False,False,False,POINT (12.117585182188776 54.056015804193116)
337,48.23432493543334,8.214820861817323,DE,5.0,,,,DE,48.23432493543334,8.214820861817323,,False,False,False,False,POINT (8.214820861817323 48.23432493543334)
2533,53.549580048495,10.024453639989,DE,5.0,15.0,,"There is a Shell Station on this road B75, very good to reach A7 South. You just get out of the subway at Berliner Tor and walk down the street.

―Anonymous, May 2012",DE,53.549580048495,10.024453639989,,False,False,False,False,POINT (10.024453639989 53.549580048495)
1193,50.79150898320734,9.595985062776123,DE,5.0,15.0,,"Took me like 15 minutes to get a lift to Bad Hersfeld. The street is straight and the passing cars are not too fast and many cars also come from the side streets. So a good spot to get seen and cars can easily pull over on the ""ramp"" without disturbing other cars.

―Anonymous, July 2016",DE,50.79150898320734,9.595985062776123,,False,False,False,False,POINT (9.595985062776123 50.79150898320734)
334,48.206116059770295,9.035787613830832,DE,5.0,,,,DE,48.206116059770295,9.035787613830832,,False,False,False,False,POINT (9.035787613830832 48.206116059770295)
332,48.20606056460196,8.622806310656228,DE,5.0,8.0,,"Neckarburg-West

Good to get to Singen, harder to find someone going to Constance or Lindau. 

―Anonymous, July 2015",DE,48.20606056460196,8.622806310656228,,False,False,False,False,POINT (8.622806310656228 48.20606056460196)
891,49.9071045233351,7.22256124019623,DE,5.0,,,"VERY good, very fast spot for getting a direct ride to Traben-Trarbach.

―Anonymous",DE,49.9071045233351,7.22256124019623,,False,False,False,False,POINT (7.22256124019623 49.9071045233351)
892,49.90747789978933,8.608161449432291,DE,5.0,10.0,,,DE,49.90747789978933,8.608161449432291,,False,False,False,False,POINT (8.608161449432291 49.90747789978933)
1702,51.497586448827,11.982101440439,DE,5.0,11.0,,"It just took about 3 minutes to find a lift to Dessau. The second person me and my friend asked picked us up.

―Pete (Hitchwiki), March 2012

Best spot in town to go up north in direction or to Berlin. Also Magdeburg -> Hannover -> Hamburg e.g.

―Tillmann (Hitchwiki), May 2015

Gas station with an ok amount of cars. Some going further, although you need some patience for going on the A9 towards Berlin etc.

If you want to go to Leipzig don't bother asking around on the petrol station, but write a sign and stand next to the road. ~Lukas

―Anonymous, May 2019

an aral petrol station with enough traffic to reach leipzig with a waiting time less than five minutes. take tram 1 to 'auessere horndorfer strasse', cross the street = there you are. 

―Anonymous, January 2012",DE,51.497586448827,11.982101440439,,False,False,False,False,POINT (11.982101440439 51.497586448827)
2637,54.06947823887647,9.924074649809977,DE,5.0,10.0,,"Best spot in Neumünster to get everywhere. Average 15 min.

―Grinsolt (Hitchwiki), October 2015

Perfect spot for those going to Kiel/Denmark. Emergency lane starts a bit before the beginning of the highway so stand there.

―Anonymous, August 2013",DE,54.06947823887647,9.924074649809977,,False,False,False,False,POINT (9.924074649809977 54.06947823887647)
2457,53.20895969616867,10.40516102313797,DE,5.0,,,"Perfect spot to get to Uelzen!
Hamburg and Soltau (A7) also possible but I never tried it.
Sign is useful so people know which of the direction after the roundabout.

―Anonymous, May 2015",DE,53.20895969616867,10.40516102313797,,False,False,False,False,POINT (10.40516102313797 53.20895969616867)
323,48.17465409853128,11.59553611278447,DE,5.0,12.0,,"Hot spot! Waited 2 min. and got a lift to Nürnberg. Several tags & stickers show you that you're not the first.

―Anonymous, October 2015

Best spot to go north out of München! I'm often standing here and my average waiting time is around 0-5 min!

―Arno Nuem (Hitchwiki), January 2016

Perfect spot to A9 north. Beware of the people going to the airport or Augsburg, then you will end up on a different Autobahn.

―Anonymous, May 2016

Great spot! 
It is easily accessible and safe t stop for drivers.
I caugt a ride ater 7 minutes waiting.

―Cardinal (Hitchwiki), June 2016

There's already a path through the bushes ...and on the pole of the street light/sign (can't remember) is a sticker which sais ""official hitchhiking spot"" :D
If you've read the hitchwiki article option 2 is a very good choice :-)
The ants are still there, so be nice to them ;)

―Anonymous, July 2015",DE,48.17465409853128,11.59553611278447,,False,False,False,False,POINT (11.59553611278447 48.17465409853128)
1705,51.498286090827655,7.45792561769454,DE,5.0,3.0,,"To get out of the Ruhr Area, you can use your thumb and ask a ride to the gas station at the A2 in Gelsenkirchen.

―Anonymous, April 2016",DE,51.498286090827655,7.45792561769454,,False,False,False,False,POINT (7.45792561769454 51.498286090827655)
2039,52.2405499041571,7.36102759838104,DE,5.0,,,"Along the Eilersweg there's enough space to stop cars, thanks to the bicycle lane. Good for rides  towards Ochtrup, Gronau or Salzbergen

―Anonymous",DE,52.2405499041571,7.36102759838104,,False,False,False,False,POINT (7.36102759838104 52.2405499041571)
356,48.34468785426994,10.885528564454235,DE,5.0,13.0,,"OK without sign.

―Kristian (Hitchwiki), June 2014

Good spot to hitchhike to the south. You should wait next to ""Merkur"" before the gas station so that the cars can stop safely at the gas station.

―Anonymous, April 2013",DE,48.34468785426994,10.885528564454235,,False,False,False,False,POINT (10.885528564454235 48.34468785426994)
390,48.42040579627119,10.004446060942826,DE,5.0,29.0,,"Bus stop Eichenplatz; the #4 bus towards Boefingen stops here.
Just stand there with a sign saying HDH to get a lift onto the A7 northbound. Tell the driver to drop you at Lonetal services if they don't go any further than Heidenheim. Never had to wait for more than ten minutes.

―Anonymous, August 2012",DE,48.42040579627119,10.004446060942826,,False,False,False,False,POINT (10.004446060942826 48.42040579627119)
373,48.4008623364227,10.8808261156082,DE,5.0,13.0,,"I walked from the central station heading for the highway and it took me 1 hour walking out of the city trying to get a ride. Then somebody picked me up more or less at the marked spot and brought me to the gas station direction to Ulm.

―Chirimuyu (Hitchwiki), July 2013

We (two guys) got picked quite fast to direction Munich

―Slodo (Hitchwiki), January 2014

I gave up after 3 hours. My direction was Munich :(

―Anonymous, September 2015

We got a ride close to Ulm, thumbing with sign, maybe 20 to 30 minutes (=

―Anonymous, February 2016

to the a8 direction ulm, write a sign

―Anonymous",DE,48.4008623364227,10.8808261156082,,False,False,False,False,POINT (10.8808261156082 48.4008623364227)
2454,53.18098044106233,8.025135040283766,DE,5.0,10.0,,,DE,53.18098044106233,8.025135040283766,,False,False,False,False,POINT (8.025135040283766 53.18098044106233)
2051,52.2511095655801,12.30792760849,DE,5.0,11.0,,"i was kind of lucky to get something, 'cause the polish guys didn't dare to ask neither to look. i got a ride, after this, but just for a couple of kms, till the next petrol station. anyway, heaps loads of cars and trucks going over. If you get a ride, and need to goo further than Magdeburg, this station is better than the next one, that is a little bit out of the way. this is just straight on the highway.

―Bohua (Hitchwiki), March 2014

Really huge service area. Lots of polish cars.

―Anonymous",DE,52.2511095655801,12.30792760849,,False,False,False,False,POINT (12.30792760849 52.2511095655801)
1659,51.412286706511075,12.358726501464902,DE,5.0,,,,DE,51.412286706511075,12.358726501464902,,False,False,False,False,POINT (12.358726501464902 51.412286706511075)
384,48.41294183188621,10.092056035994444,DE,5.0,,,,DE,48.41294183188621,10.092056035994444,,False,False,False,False,POINT (10.092056035994444 48.41294183188621)
2243,52.468338022815,13.40378165245,DE,5.0,,,"what a nonsense

―Anonymous, June 2022",DE,52.468338022815,13.40378165245,,False,False,False,False,POINT (13.40378165245 52.468338022815)
2614,53.9089048709637,11.756431102753968,DE,5.0,10.0,,"Petrolstation Fuchsberg

Good place if you want to go to Stralsund or Greifswald. If you want to go there this is the last place with a little bit more traffic and a petrol station.

―Anonymous, May 2015",DE,53.9089048709637,11.756431102753968,,False,False,False,False,POINT (11.756431102753968 53.9089048709637)
1664,51.433212612224,11.423153593669,DE,5.0,12.0,,"Got a ride to Chemnitz in 10 minutes.

―Dynamo (Hitchwiki), May 2014

Got a direct ride to Prague in about 20 minutes, but we seemed to be exceptionally lucky. Probably a very good spot to go east to Dresden or farther into Poland.

―Maxim1110 (Hitchwiki), September 2014

As of December 2011 this is the only highway fuel station along the A38. The A38 is generally not as crowded as the A4 but this also means a lot less accidents and traffic jams. As there are so few fuel stations chances are good you won't be waiting here for long. Recommended.

―Anonymous, December 2011",DE,51.433212612224,11.423153593669,,False,False,False,False,POINT (11.423153593669 51.433212612224)
1665,51.43511778708246,11.425547393067136,DE,5.0,50.0,,"after 15 minutes i got a lift to Friedland (near Göttingen).


―Anonymous, June 2016

Raststatte Rohnetal Nord

―Anonymous, April 2015",DE,51.43511778708246,11.425547393067136,,False,False,False,False,POINT (11.425547393067136 51.43511778708246)
2615,53.9102286657049,11.7562079429626,DE,5.0,21.0,,"5 min to get a car down the A14


―Anonymous, August 2014

good to find a new driver to the next petrol station in the direction to west

―Anonymous",DE,53.9102286657049,11.7562079429626,,False,False,False,False,POINT (11.7562079429626 53.9102286657049)
2617,53.93694775568391,10.294592320916982,DE,5.0,5.0,,"I use this spot at least once a month to go to Kiel, it always works fast.


―Hitchhannes (Hitchwiki), November 2015

There's an unused lane where the cars (they drive 50 km/h) can stop easily. With a Kiel sign very easy. I have not tried the surrounding villages or Neumnster, but it should work.

―Anonymous, November 2015",DE,53.93694775568391,10.294592320916982,,False,False,False,False,POINT (10.294592320916982 53.93694775568391)
2618,53.93854799073579,10.291440725330723,DE,5.0,,,,DE,53.93854799073579,10.291440725330723,,False,False,False,False,POINT (10.291440725330723 53.93854799073579)
375,48.40241539739191,11.714953422547746,DE,5.0,5.0,,"Super spot, to get out of Freising! From here you can go to Allershausen and then hitch a lift on the A9 (Nrnberg/Mnchen). There are traffic lights and its good for cars to stop there.

―Anonymous, January 2016",DE,48.40241539739191,11.714953422547746,,False,False,False,False,POINT (11.714953422547746 48.40241539739191)
2045,52.2453357292895,7.64437615871429,DE,5.0,,,"At the end of the village of Birgte this is the best spot for hitching towards Saerbeck, Emsdetten, Greven and Münster. The road is only leading towards Saerbeck, and you'll have enough space here for stopping cars.

―Anonymous",DE,52.2453357292895,7.64437615871429,,False,False,False,False,POINT (7.64437615871429 52.2453357292895)
372,48.4000859197109,9.27648961544037,DE,5.0,,,"As in many remote areas like this, you will look like an innocent long-distance walker. Very easy to stop a car, especially in winter.

―Anonymous",DE,48.4000859197109,9.27648961544037,,False,False,False,False,POINT (9.27648961544037 48.4000859197109)
1472,51.105452243973,11.956910133293,DE,5.0,18.0,,"Stood with a ""B"" sign for Berlin, a young couple took me in 1-2 minutes.

―Radu122 (Hitchwiki), September 2014

A lot of traffic going through here. You can stay at the petrol station asking people. Good for Berlin, in my case it took about 20 min to get the ride to Berlin.

―Anonymous, April 2011",DE,51.105452243973,11.956910133293,,False,False,False,False,POINT (11.956910133293 51.105452243973)
371,48.3997048301083,9.97774243354797,DE,5.0,15.0,,"I got a ride to Augsburg from here by standing with a sign at the gas station entrance. Sees mostly local traffic though.

―Anonymous, October 2011

For every one car to direction Munich, you'll get 10 to Stuttgart. Not a good place at all for Munich, but excellent for Stuttgart. 

―Anonymous, February 2012

I went to Karlsruhe on a Saturday 10am with a friend.
We didn't wait 5 minutes 'til someone picked us.

―OrdnaS (Hitchwiki), April 2014

Easy towards Stuttgart if you ask drivers.

―Kristian (Hitchwiki), June 2014

I wait less of 5 minutes before someone invit me to come with him.

―Railway (Hitchwiki), December 2014

worked very well for 2 people. we got to Karlsruhe in one lift! further would have been possible. 
happy hitching. 

―Anawesomesummer (Hitchwiki), May 2015

Couple with a panel indicating Stuttgart/Karlsruhe. Not many cars stopping at the gas station. We changed place to go more in the city (before the bridge over the railways) and finally get caught after waiting more than one hour. 

―Anonymous, May 2022

Gasstation

Probably the best place in Ulm to get on the A8 towards Stuttgart, bad if you need to get to München though. 

Forget it if you need to get to the A7, try to get to the gasstation in Neu Ulm instead.

―Anonymous",DE,48.3997048301083,9.97774243354797,,False,False,False,False,POINT (9.97774243354797 48.3997048301083)
2619,53.941276222337,10.286430358875,DE,5.0,5.0,,"Very nice point to Kiel.

―Anonymous, March 2012",DE,53.941276222337,10.286430358875,,False,False,False,False,POINT (10.286430358875 53.941276222337)
369,48.390426283311236,11.063713073730304,DE,5.0,10.0,,"For us it didn't look like a good spot but eventually turned out to be a great one. We went in direction West and got a ride to Ulm. We waited behind the roundabout exit to the motorway, there's a little space to stop for the cars. By standing here you have cars within reach both from the gas station and from the road AIC10, which is a good amount. Several local people, they are very kind. Don't need a sign, accept rides even for just 50 km. 2 persons (me and my girlfriend), Saturday, 10 mins.

―Anonymous, August 2018

Lot's of cars stop at this gas station which are heading to Munich or Stuttgart. One time I also got a lift from here directly to Berlin.

―Anonymous, November 2013",DE,48.390426283311236,11.063713073730304,,False,False,False,False,POINT (11.063713073730304 48.390426283311236)
1667,51.441961468016586,7.034391403198548,DE,5.0,15.0,,,DE,51.441961468016586,7.034391403198548,,False,False,False,False,POINT (7.034391403198548 51.441961468016586)
1669,51.44686602909053,9.248190689086544,DE,5.0,5.0,,"The second car took me to Kassel.

―Danek (Hitchwiki), July 2012

Good place to go to Kassel. Or the oposite direction. 

―Anonymous, July 2012",DE,51.44686602909053,9.248190689086544,,False,False,False,False,POINT (9.248190689086544 51.44686602909053)
366,48.38381432153307,8.725470542907653,DE,5.0,,,,DE,48.38381432153307,8.725470542907653,,False,False,False,False,POINT (8.725470542907653 48.38381432153307)
2620,53.9419801217398,10.8606934547424,DE,5.0,,,"Ferryhitching is a great way to reach the nearest petrol station. Walk around and ask everyone during the journey to/from Denmark. See scandlines.de for info about departures.

―Anonymous",DE,53.9419801217398,10.8606934547424,,False,False,False,False,POINT (10.8606934547424 53.9419801217398)
2537,53.5584423362196,10.0698280334473,DE,5.0,11.0,,"This is the best place If you wanna go north (Lübeck, Kiel) or east towards Berlin. Alone I never waited longer than 20 min. Best spot is directly before the circle starts. There is a bus station which allows rides to pull over without interrupting the traffic. I recommend using a sign.

―Anonymous, March 2011

Awesome messages from other hitchhikers on a pillar... I wrote mine and a car stops. Life is great...

―Anonymous, April 2012

Awesome spot. I got a drive till the center of Berlin. Using sign recommended!

―MartiMarti (Hitchwiki), June 2012

Waited for 1 minutes or less, i didn't even had time to put up my sign!
Got a ride halfway to Berlin to a truck-stop where it what easy to g
et a ride for the final part.

―Ulrik (Hitchwiki), June 2013

I prefer the spot right beside the traffic light (the one before you enter the highway). So you can get into the car when they are waiting for green or some times they stop at the beginning of the autobahn. I recommend to use a sign. Usually I have a sign with a close destination to get to the next truckstop on highway and look there for another ride.

―Anonymous, August 2014

You take the train to the station Hasselbrook, from this position you walk to the Sievekingsallee and turn left. The you will find a circle. Its the best Position, for making hitch hicking to Berlin and Lbeck. But you must stand their with a sign, where you displayed your aim.

―Anonymous, July 2007",DE,53.5584423362196,10.0698280334473,,False,False,False,False,POINT (10.0698280334473 53.5584423362196)
1327,50.93742286593041,11.598589420316918,DE,5.0,8.0,,"Very good spot to head north. After the bridge, there is plenty of space for the cars to stop and the speed is quite low because there is also a crosslight.

―Anonymous, March 2013",DE,50.93742286593041,11.598589420316918,,False,False,False,False,POINT (11.598589420316918 50.93742286593041)
362,48.37092280157339,13.174804687500181,DE,5.0,,,,DE,48.37092280157339,13.174804687500181,,False,False,False,False,POINT (13.174804687500181 48.37092280157339)
1209,50.81877806833587,7.110995292663717,DE,5.0,,,,DE,50.81877806833587,7.110995292663717,,False,False,False,False,POINT (7.110995292663717 50.81877806833587)
1207,50.8180915188052,8.77307385206223,DE,5.0,,,"Very good. Direction East

―Anonymous",DE,50.8180915188052,8.77307385206223,,False,False,False,False,POINT (8.77307385206223 50.8180915188052)
1473,51.1079006546358,11.956729888916,DE,5.0,10.0,,"Rasthof Osterfeld 

Very good spot for hitchhiking to Berlin. Needed about 20 minutes to get a ride at 6.30 in the morning. 
The station has an Axxe restaurant which is open non-stop and has a nice covered playground slide in which one can spend the night relatively comfortable. 

―Anonymous",DE,51.1079006546358,11.956729888916,,False,False,False,False,POINT (11.956729888916 51.1079006546358)
321,48.17454677859319,11.59571313858168,DE,5.0,,,"Good place to stop for cars. Didn't wait more than 15 min.

―Anonymous, September 2016",DE,48.17454677859319,11.59571313858168,,False,False,False,False,POINT (11.59571313858168 48.17454677859319)
2639,54.072553584996,13.380530118948,DE,5.0,19.0,,"Spot to Berlin from Greifswald with a sign. Small place for cars to stop, you get almost all the traffic from Greifswald.

―Anonymous, April 2012",DE,54.072553584996,13.380530118948,,False,False,False,False,POINT (13.380530118948 54.072553584996)
605,48.96299057813016,13.146892849978371,DE,5.0,,,"To Passau. Still slow trafic.

―Anonymous, July 2015",DE,48.96299057813016,13.146892849978371,,False,False,False,False,POINT (13.146892849978371 48.96299057813016)
270,48.0880309164109,9.038325548172,DE,5.0,,,,DE,48.0880309164109,9.038325548172,,False,False,False,False,POINT (9.038325548172 48.0880309164109)
