,lat,lon,country,rating,wait,distance_from_spot,text,country_group,new
1957,52.36260604501727,9.713231563569543,DE,5.0,10.0,,"there's a parking lot just right behind the roundabout. Lot's of traffic going to the A2

―Anonymous, July 2014

Parking lot right behind the roundabout exit going North to A2. Two lanes but lots of traffic going through. Supermarket, kiosk and bank nearby

―Anonymous, June 2014",DE,5.0
824,49.9568734266853,11.6052800416946,DE,5.0,,,"after standing at the two gasstations southwest from here for to long, i went here and instantly got a lift

―Anonymous, March 2011

Love this spot...very good to get to the south...

―Timsen (Hitchwiki), March 2013

Very good for direction Nrnberg. There is enough room to stop and traffic is very slow.

―Anonymous",DE,5.0
1316,51.10519309323211,11.956967392487797,DE,5.0,14.0,,"Stood with a ""B"" sign for Berlin, a young couple took me in 1-2 minutes.

―Radu122 (Hitchwiki), September 2014

Rasthof Osterfeld 

Very good spot for hitchhiking to Berlin. Needed about 20 minutes to get a ride at 6.30 in the morning. 
The station has an Axxe restaurant which is open non-stop and has a nice covered playground slide in which one can spend the night relatively comfortable. 

―Anonymous

A lot of traffic going through here. You can stay at the petrol station asking people. Good for Berlin, in my case it took about 20 min to get the ride to Berlin.

―Anonymous, April 2011",DE,5.0
361,48.45551536294728,10.024904186384449,DE,5.0,15.0,0.0,"We got a lift to vienna directly, the spot is better than it seems

―Anonymous, March 2023",DE,5.0
1315,51.10271540894888,10.637225139337783,DE,5.0,,,"We were going to Eisenach to catch the main highway to Frankfurt. It was very easy, cause it was snowing and people fell pitty of us. hahaha. five minutes and got a ride. be careful of where they drop u off at Eisenach if you continue your trip, cause we got a shitty spot to keep on. Good luck. 

―Bohua (Hitchwiki), March 2015",DE,5.0
1313,51.0999934090384,13.7359946966171,DE,5.0,26.0,,"Quite a nice spot for going north or east. There is a bus stop where drivers can pull over safely. Waited 15 min 

―CuleXus (Hitchwiki), April 2011

Sehr guter Spot! Bin oft von Haltestelle Hellerberge nach Berlin gefahren und habe meist nicht länger als 30 Minuten gebraucht.

―Dynamo (Hitchwiki), July 2012

we (female-male) waited for 45 minutes to get a lift to görlitz/poland. i think its smarter to get off the bus a few stations earlier and ask people directly at the gas stations, that are also at thies road

―DerSchnecke (Hitchwiki), September 2012

To Berlin is this a very good place... did it three times and always got a lift

―Anonymous, March 2013

Best place for going to the direction of Berlin!


―Anonymous, July 2013

February, was cold. Standing just like that. You have no one to ask, but just standing. I got a ride to Bautzen (on the way to Wroclaw) fast. In 15min someone stopped. But I still would consider hiking from the shell station (more back in the city) better.
Regards, Lukas

―Anonymous, February 2014

1 hour 20 min waiting in the evening time 20.00-21.20 for a lone female. 

―Onioncat (Hitchwiki), July 2014

i (female) went in july, friday morning around 9 or 10 to poland. had a ""görlitz""-sign and waited for 1 hour til someone stopped and brought me to a big gas station.
still a very good spot. maybe it's better to have a sign saying only ""east""?

―Anonymous, August 2014

Good spot. Got a sign ""A4 Poland"" and got a ride to the german-polish border within 10 minutes.

―LaZubi (Hitchwiki), March 2015

I recommend this spot. Cars are going slowly because of lights and the traffic is huge. Easy way to get into motorway. For a couple 5min

―Tutus (Hitchwiki), May 2016

To Leipzig, was Easy, cause people can stop at bus stop....5-10 min waiting..


―Anonymous, August 2018

bus 81 stop Hellerberge - good heading for Berlin or Grlitz

―Anonymous",DE,5.0
830,49.974021281886806,8.270635219573983,DE,5.0,,,"I was there on Sunday afternoon and there was nearly no traffic. During the week it might be hard and dangerous to cross.

―Frixge (Hitchwiki), September 2013

Take the tram 50, 51, 52 from ""Mainz Hauptbahnhof"" to ""Mainz-Hechtsheim, Kurmainz Kaserne"". If you get out at ""Kurmainz Kaserne"" you can already see the motorway. Walk about 5 minutes along the main street. Directly before the drive-up there is a traffic light and a traffic island where you can stand and ask drivers to bring you to the A67 (close to Darmstadt there is a service station). To get on this traffic island you have to cross four lanes.

―Anonymous, September 2013",DE,5.0
1312,51.09970395250348,13.715173244474467,DE,5.0,,,"To get out of Dresden in direction to Berlin, you should definitely try this spot. You need to take a train from Dresden-Neustadt to Dresden-Trachau and to walk for 15 minutes (streets An der Durren Heide and Heulander Strase). There is a traffic light and cars come in waves. They can easily see you and it's easy to make eye contact with drivers. We got  a ride after 10 minutes.

―Anonymous, April 2015",DE,5.0
832,49.97874400117983,11.0397163116145,DE,5.0,2.0,41.22844256001493,"The second car stopped and took me to Bayreuth

―chris8, January 2023",DE,5.0
833,49.9791289958986,6.91439151763916,DE,5.0,9.0,,"Very easy to get to Cologne

―Anonymous, June 2014

On this on ramp there is enough place for cars to stop, so this may be the better spot in wittlich

―Anonymous",DE,5.0
351,48.435564601936,13.377034664069,DE,5.0,30.0,,,DE,5.0
837,49.9818007,10.5551951,DE,5.0,,,"There is a service area where you can also meet truck drivers to get further to Schweinfurt and tehn to the A7 towards Fulda. I did it several times, very successful.

―Anonymous, November 2011",DE,5.0
1924,52.32371656234692,7.784968638318091,DE,5.0,,,,DE,5.0
1336,51.16128817211436,11.18085310442299,DE,5.0,,,,DE,5.0
244,48.10779323535052,9.801068544386494,DE,5.0,15.0,,"Towards Ulm/B30 
Place yourself in front of the Shell gas station - it never takes more than 10-15 minutes.


―Anonymous, February 2015",DE,5.0
1337,51.16158437511518,14.974218478202564,DE,5.0,5.0,,"Bus stop after traffic light at the crossing of streets Heilige-Grab and Nieskyer, perfect for direction of Dresden and highway A4 in general

―Anonymous, July 2012",DE,5.0
1834,52.2405499041571,7.36102759838104,DE,5.0,,,"Along the Eilersweg there's enough space to stop cars, thanks to the bicycle lane. Good for rides  towards Ochtrup, Gronau or Salzbergen

―Anonymous",DE,5.0
441,48.69098059230555,9.193457111172611,DE,5.0,,,,DE,5.0
1839,52.2453357292895,7.64437615871429,DE,5.0,,,"At the end of the village of Birgte this is the best spot for hitching towards Saerbeck, Emsdetten, Greven and Mnster. The road is only leading towards Saerbeck, and you'll have enough space here for stopping cars.

―Anonymous",DE,5.0
1844,52.25097631219647,12.309519674319683,DE,5.0,11.0,,"i was kind of lucky to get something, 'cause the polish guys didn't dare to ask neither to look. i got a ride, after this, but just for a couple of kms, till the next petrol station. anyway, heaps loads of cars and trucks going over. If you get a ride, and need to goo further than Magdeburg, this station is better than the next one, that is a little bit out of the way. this is just straight on the highway.

―Bohua (Hitchwiki), March 2014

Really huge service area. Lots of polish cars.

―Anonymous",DE,5.0
1378,51.26170352435342,12.70727477699023,DE,5.0,13.0,,"we wanted to find someone going to the A38 for ending up in kassel finally. even though we found someone in1 5 or 20 min that ride was not so easy. on the A38 there very few petrol stations, not so many cars and we had only short rides. really difficult, but it worked anyhow.

―Alice d25 (Hitchwiki), July 2012

Got a ride to a service area near Paderborn after ~1 hour waiting. It`s not so easy but possible to find somebody who want take you direction Göttingen.


―Dynamo (Hitchwiki), June 2013

Very good for A14 (north) or A2 (northwest - Hannover e. g.). A9 is difficult. A38 is risky - nearly no traffic and/or gas stations here, consider a detour.

―Santa klaus (Hitchwiki), October 2013

Got a ride towards Brunswick within 15 minutes.

―Anonymous, February 2020

Resting place Muldental. Here is a patrol station and a fast food restaurant. It is the last big stop before Leipzig. From here you find people who want to go to north/south on the A9 or keep heading west.

―Anonymous, July 2011

Good place to catch a car to leipzig

―Anonymous, June 2016",DE,5.0
434,48.64478961646021,11.518849770899406,DE,5.0,,,"Great spot for heading to the north (Nrnberg). There's a Parking where the cars can stop safely.

―Anonymous, November 2013",DE,5.0
1376,51.260384666560334,12.70623620609711,DE,5.0,3.0,,"I only waited like a vew seconds and got a ride to Dresden, even though it was really foggy and getting dark. I've been very lucky. and very nice and calm people especially those coming origanally from this region of Germany. they have nice stories to tell :)

―Thea for female travellers (Hitchwiki), November 2014

Very easy to find a ride to dresden. The more difficult part is to get to this petrolstation in the first place, my grandpa dropped me off here bc  nobody took me from paunsdorf center / leipzig.

―Restlessraul (Hitchwiki), December 2014

1 min to Dresden!

―Yarex (Hitchwiki), July 2015

Good place: it has a gas station, food/restaurant, a big parking lot and is most importantly decently busy.
Great place towards Dresden obviously, but also direction Prague/Praha (CZ) and Wroclaw (PL) !!

―Anonymous, November 2012",DE,5.0
432,48.644196241578925,11.520379147757689,DE,5.0,30.0,,,DE,5.0
789,49.88579997342811,8.832648342759766,DE,5.0,,,"Not too far to get to here by foot from city center. I've spoken to a local girl who told me she has seen hitchhikers standing here a few times, so I came here to give it a try. Hitchhiking to Stockholm, I got a direct ride in around 15min. I'd recommend to only accept rides going direct to Stockholm from here, there should be many drivers doing this route and this seems to be always really a good spot. You should stand right at the corner so that people coming from both your left and right side can see you. There's a good space for them to pull over right at this corner, just make sure you don't block it with your backpack and make sure you stand right at the corner so that they have time enough to think and pull over for you safely!

―Anonymous, July 2016",DE,5.0
1863,52.2765048627835,7.41578221321106,DE,5.0,,,"Excellent spot for hitching towards Neuenkirchen, Ochtrup, Gronau. Just walk along the Neuenkirchener Strasse until you reach the JET gas station, then some meters further you'll see the traffic lights. Just behind, there's a bus bay with enough space.

―Anonymous",DE,5.0
424,48.62808354339202,9.332314968109651,DE,5.0,5.0,,"Very good point to catch rides to the A8 to go to Stuttgart or Munich or in the other direction to Reutlingen and Tübingen via the Bundesstraße. There are busstops on both sides of the crossroads where many cars pass by.

―Anonymous, August 2013",DE,5.0
794,49.9071045233351,7.22256124019623,DE,5.0,,,"VERY good, very fast spot for getting a direct ride to Traben-Trarbach.

―Anonymous",DE,5.0
1869,52.290858336927,7.541839957351,DE,5.0,3.0,,"Hitchhiking spot just behind the bridge (for cars to stop), if you want to get to Hrstel, get out at this ramp and hitch the last 3km. Pretty easy to get cars, though they drive a bit fast sometimes.

―Anonymous, February 2011",DE,5.0
795,49.90737150914234,8.608318434590664,DE,5.0,10.0,,,DE,5.0
418,48.60622960338853,9.632151568048052,DE,5.0,13.0,,"We asked drivers to go to Munich and after few minutes we found a guy straight to the city.

―Paczix (Hitchwiki), October 2013

Perfect place for going to Slovenia (if you are Slovenian :D), because there is a lot of slovenian trucks there!
Me and my girlfriend found a ride to SLO in the first minute there.

―Makuc (Hitchwiki), August 2014

perfect spot to go to munich ... look for  the numberplate M like munich

But almost impossible to go Onto the A7 north. than hitch to the exit BURGAU (69) and walk to the petrol station torwards ULM. form there It took me about 15 minutes to get a lift up north.

―Coolf (Hitchwiki), May 2016

Perfect place direction to Ulm, Munchen even north. Many cars and truck drivers stops in this big petrol station.

―Anonymous",DE,5.0
415,48.59160761903199,8.877594709395849,DE,5.0,1.0,,"There is a bus stop, very easy to hitch-hike to Tbingen or in this direction. Maybe also possible to HH to A81 Highway. I waited 30 seconds for a lift.

―Anonymous, September 2016",DE,5.0
414,48.58943613642077,13.365038717030169,DE,5.0,16.0,,"nice spot. waited 10 min for a ride directly to vienna. 

―Anonymous, June 2019

great spot, found a ride within 10 minutes to vienna!

―Anonymous, September 2019

seems ideal, but I waited here cca 30 minutes. I was standing at the end of the gas station. if you want to get there from passau, you can go by bus number 10 to the stop ""hochlandweg"" and than go up on small road under the highway bridge. it takes like ten minutes of walk to get to the gas station

―Anonymous, August 2022

Good Spot to get a ride because there is the sign ""last reststop before austria"" so a lot of people want to buy the highway vignet.

We arrived in the late evening with 3 people and stood in a tent on a field behind a sound wall. Was nice to sleep. We might have got another lift but not all three at the time so we decided to start the next morning... So we did and we needed to wait around 15 minutes for a ride for all 3 of us.

―Anonymous, September 2016",DE,5.0
1875,52.297796982926485,7.481404195283556,DE,5.0,,,"Great spot for hitchhiking towards Dreierwalde. Traffic lights in front of you, enough space to stop. Hard to get here from Rheine city, quite far out and dangerous to walk along the street. But if somebody only goes to the highway or Altenrheine, get out here, spot is directly at ""Hotel Borchert"". Ask people for this hotel if you want to go here.

―Anonymous",DE,5.0
412,48.58368169640214,10.178080438915298,DE,5.0,23.0,,"„Lonetal“ gas station. Hamburg works perfectly standing with a sign at the exit; Berlin, too.

―Stk (Hitchwiki), August 2012

I was coming from north and wanted to go to Munich, what this is a bad spot for. Cars don't really go to munich from here, because they go via Nürnberg (Nuremburg) on A6 or A3

―Micha (Hitchwiki), December 2012

A big gas station. It easy to find car which goes direction to Hamburg. I was waiting here just 2min.


―Anonymous",DE,5.0
1877,52.29959881603926,13.032115717756808,DE,5.0,10.0,,"Spot is in the forest, correction?

―Quitelost (Hitchwiki), June 2011

Nice spot because there's a traffic light and cars get a good look at you before pulling directly onto the highway going west. I had to wait almost 15 seconds for a ride.

―Anonymous, May 2011",DE,5.0
1884,52.303027503912666,13.019169026941984,DE,5.0,23.363636363636363,,"Less than 10 min for a direct ride to Amersfoort/Utrecht in the Nederlands (we were there with a Hannover sign). Amazing spot.

―MartiMarti (Hitchwiki), June 2012

Really amazing spot! Many trucks and cars going through petrol station. There's a good spot to hitching near the end of the station. You can get here by S-Buhn which is cheap, I guess. But after that remember to go from Michendorf S-Bahn Station to the bridge (highway A10) and walk under it. Then you have to walk around this station (there's a tiny path...) and here you are. In hitchhiker's heaven! ;)

―Nkdamn (Hitchwiki), August 2012

Best spot! I just went to the fuel station right away to ask for people heading to Hannover - basically no waiting time!

―Gagelmeister (Hitchwiki), August 2012

I arrived on Wednesday about 10 am and waited 50 min for a lift direction to Hannover.

―Kolodez (Hitchwiki), September 2013

was asking almost every driver for a ride to hannover. finally catch one after 5 hours of asking. average spot for me.

―Anonymous, May 2014

Useless for going to the north (Rostock), cars go only to A2 and A9

―Anonymous, July 2014

Good spot. Bus from potsdam take you only a short walk away. Used a sign to get to Hannover, as we did not speak any German. Seemed to be plenty of traffic. Truck driver the one to take us in the end. Waited around 1 hour.

―Anonymous, May 2011

Was here on a Wednesday around 11am. Even though traffic was really low I got a lift further than Bielefeld after approx. 1h. I guess chances are much higher earlier in the morning or later in the afternoon when traffic ramps up.

―Anonymous, May 2012

Just asked people at the petrol station and got lift after five minutes to Hannover. Great place with a lot of people. 


―Danek (Hitchwiki), July 2012

got here on a Monday afternoon, got a lift to Leipzig within 5 min., threre were also several other people hitchhiking towards all directions. Very Good!

―Anonymous, August 2012

got a lift from the first guy i asked to magdeburg at 10 pm at night. very good place with a lot of cars..

―Muttafuri (Hitchwiki), May 2013

Waited for 15 hours. 4 people (could split up). Late October.

―Median (Hitchwiki), October 2013

Useless for going to the north (Rostock), cars go only to A2 and A9

―Anonymous, July 2014

Great spot, got a lift, in a middle of the night, to Breda, NL (3 people).

―Grzesiek.1993 (Hitchwiki), January 2015

The famous Michendorf, great spot indeed! When I got dropped off here I was making myself a sandwich outside and got offered a ride to Krefeld in a matter of minutes (I was going to The Netherlands).


―Maxim1110 (Hitchwiki), February 2015

Great place!! Arrived Tuesday midday and got picked up in 10 mins, just standing at the exit with my thum up by a super speedy car to Munich! (if you are in a hurry I think there's so much traffic you could even avoid trucks and go for cars)

―Masanfe (Hitchwiki), June 2015

Might be a bit tricky to reach from Berlin, Hauptbanhof. To get there take S7 in the direction of Potsdam and either take E23/33 from ""Wannsee"" or take the bus (ask the information office which number you have to take) to Michendorf Banhof and exit two stations after that station, then walk for about two kilometers and you are there.

It's a great spot with many opportunities, I would definitely recommend this spot to everyone! 

―Yooks (Hitchwiki), August 2015

Due to construction side (10.2017) there are very few cars on this side, definitive not recommended until the construction is over

―Anonymous, October 2017

I made the same experience. Most of the cars are heading towards Hannover. Very few going southwards to Leipzig/Hermsdorfer Kreuz. Had to change my route to Frankfurt tremendously. Was shitty weather though and noone was willing to stop or a give me a lift.

―Kai (Hitchwiki), October 2011

An epic location towards the selfidentified-West: Magdeburg, Osna, Amsterdam, anywhere

―Liftegreven (Hitchwiki), November 2011

Going towards Stuttgart/Frankfurt is also possible but a longer wait is needed (~1h).  Do not make the mistake to stand at the parking exit, go to the petrol pumps instead.

―Anonymous, August 2012

went west. Good spot for this direction. Many cars stop here and it s easy to reach. D recommend it to go west from Berlin

―Anonymous, October 2012

Great Location....really wait for somebody who gets you straight to where you actually want to end up...got a lift staright to amsterdam from there andwaited 15min

―Anonymous, October 2012

excellent spot, took me less then 15 min to be picked up by a lory, that assured rest of my way to be smooth as possible! was hiking towards belgium


―Evex (Hitchwiki), October 2012

You can take the train and S-Bahn from Berlin to the Michendorf station for 3.20 euro, and then walk 25 minutes to this raststatte. 


―Koekjestrommel1 (Hitchwiki), October 2013

came here from a ride within berlin, in a gas station. I waited 5 min to go to düsseldorf (500 km) for me and my friend, although I met others hichhikers who said that they were waiting for 3 hours, because there were 10 others hitchhickers there before them. We met 6 people waiting there in total on a sunday at 13:00

―Gustavobretz (Hitchwiki), April 2014

Useless for going to the north (Rostock), cars go only to A2 and A9

―Anonymous, July 2014

Despite there were 4 hitchhikers and despite they found a lift before me!!i found a ride in 20 minutes with a truck driver who brought me toward Leipzig!!

―Vulla (Hitchwiki), August 2014

Perfect to go to Hannover. Almost 6 hitchhikers were already waiting when I came.
I took a lift for the next gas station in order to have less competition.

―AGO (Hitchwiki), October 2015

Useless for going to the north (Rostock), cars go only to A2 and A9

―Anonymous, July 2014

we asked in the park to the drivers and in ten minutes we get a lift to cover 400 kms.


―Anonymous, August 2013

Useless for going to the north (Rostock), cars go only to A2 and A9

―Anonymous, July 2014

Due to construction side (10.2017) there are very few cars on this side, definitive not recommended until the construction is over

―Anonymous, October 2017

I got a ride along the A9 highway to halfway between Berlin and Munich!

―Emanuele19956 (Hitchwiki), August 2015

Went through this gas station again, and it's just super easy to get a ride.

―Emanuele19956 (Hitchwiki), November 2015

Not the best but nevertheless a good spot to go towards west direction (A2). Me and my friend (two guys) waited here for 1 hour. There is a parking here, you can ask drivers too. The only problem is lack of traffic sometimes.

―Anonymous, September 2017

After one hour trying my luck asking people at the resting area and having a sign made standing at the ramp I finally got a lift to Munich by asking again some ppl at the gas station.

―Phoeni.x ger (Hitchwiki), July 2014

Michendorf
Very good spot to go in direction of Hannover. Just ask the drivers on the station.

―Anonymous

Most of the cars are going to Hannover or Hamburg. Leipzig/Stuttgart direction is difficult but doable. French cars preferable.

―Anonymous

michendorf, michendorf, if the world would be as easy to understand as 'michendorf rastanlage' everyone would love to live here! hannover, magdeburg, dortmund, leipzig, munich are to reach from this spot. you should definitely (!) wait for a driver that can take you all the way to your destination and NOT only until the next rest area (which might not be as good as 'michendorf'). if you need to reach the other side of the rastanlage (if you are only transiting berlin) you need to walk in the direction of michedorf village center (aks inside the station; they have local maps), walk underneath the 'berliner autobahnring' (200 meters east of the area) and follow the concrete way through the forest on the other side. this maneuver can take up to 30 minutes even though it looks shorter on this map. there is an ALDI as well as REWE market (open until 10 P.M.) in the center of the village of 'michendorf' (detour changing the sides of rest areas + shopping = 10 minutes).
again: my 'michendorf recommendation' is to wait until someone can take you to your day's final destination, don't just take the first car as this spot is excellent! on my personal ranking ""1"" (very-very poor) to ""10"" (excellent) i will rate this spot a ""9 to 10"". 


―Anonymous

An excellent spot for going South and West. Get her by taking the regional train into direction Dessau, and get off at Michendorf for a walk of half an hour.

―Anonymous

Great spot for those who try to switch autobahn to go south. Just stand there with a sign on which you wrote the name of the city you are trying to get to. At first we tried to ask around but standing with the sign is better idea.

―Anonymous, October 2015",DE,5.0
1890,52.3065369048202,7.15965270996094,DE,5.0,,,"A crossing with a bay, maybe good for hitching towards Oldenzaal (NL). It's just 300m south of the train station.

―Anonymous",DE,5.0
403,48.57004068397695,13.466913829410586,DE,5.0,,,"great spot, found a ride to vienna within less than 10 minutes

―Anonymous, September 2019

Towards Linz (Austria) along the Danube valley. Waited less than 5'.

―Anonymous, July 2015",DE,5.0
1341,51.17380420831014,14.46895553017751,DE,5.0,,,"nach Lbau, Zittau

―Anonymous",DE,5.0
399,48.55645645578895,8.963577389280157,DE,5.0,5.0,,,DE,5.0
396,48.55273522035023,8.966241278954815,DE,5.0,,,,DE,5.0
1912,52.320689734746885,14.517389774319811,DE,5.0,10.0,,"Lots of space for cars to pull over, we stood just after the start of the turn with a Berlin sign. Police drove by, so its okay. We got a ride to Berlin after 10 minutes.

―Anonymous, July 2016",DE,5.0
1985,52.4217116388987,9.56136703491211,DE,5.0,29.0,,"I was dropped off here from Munster as there is a campsite a very short distance away as you can see on the map. In the morning it took 2 hours to get a hitch to Berlin. 

―Willochrome (Hitchwiki), August 2013

Very big service area. Great place when heading to Berlin or Dortmund.
To get there from Hannover, take the U4 to Garbsen, then transfer to Bus no. 126 to the last station (Waldschnke).
This takes approx. 30 Minutes from central station.

―Anonymous",DE,5.0
348,48.4287164567966,11.5909624099731,DE,5.0,10.0,,"Hitched from here 2 times up North. Key is to walk a bit onto the entry. Car or truck will pick you up within 15 min. =)!

―Anonymous",DE,5.0
1989,52.426494499921496,9.822252631188574,DE,5.0,5.0,,"I hitched towards west from here. There is a big wall around the whole place, so you better go the mc donalds and just behind it the wall ends so you can walk around  it easily. We spoke to the first woman that came for a pee  and she said yes. 

―Laurad84 (Hitchwiki), February 2016

I always send my guests to this place (Parkplatz Varrelheide) and they all said it was great. 

To reach it take a tram to Noltemeyerbrcke and from there Bus 631 until ""An den Deichwiesen"" if you travel eastwards or a stop further until ""Franz-Steineke-Weg"" if you want to travel towards west.

―Anonymous, September 2015",DE,5.0
345,48.42040579627119,10.004446060942826,DE,5.0,29.0,,"Bus stop Eichenplatz; the #4 bus towards Boefingen stops here.
Just stand there with a sign saying HDH to get a lift onto the A7 northbound. Tell the driver to drop you at Lonetal services if they don't go any further than Heidenheim. Never had to wait for more than ten minutes.

―Anonymous, August 2012",DE,5.0
296,48.23432493543334,8.214820861817323,DE,5.0,,,,DE,5.0
2066,52.572838362598915,13.429749059372282,DE,5.0,30.0,,"To Hamburg or Easternsea

―Anonymous, September 2007",DE,5.0
292,48.206116059770295,9.035787613830832,DE,5.0,,,,DE,5.0
291,48.20582161461099,8.621773836836205,DE,5.0,8.0,,"Neckarburg-West

Good to get to Singen, harder to find someone going to Constance or Lindau. 

―Anonymous, July 2015",DE,5.0
875,50.05592937618695,8.908560967360977,DE,5.0,33.0,,"waiskirchen-würzburg 
just climbed the fence and a car was already waiting for me. didn't even have to show my sign.

―Anonymous, July 2012

Waiting time 3h = waiting for truck to Aachen.

―Jurisso (Hitchwiki), August 2012

half an hour walking from the train station ""weiskirchen rodgau"". no need to climb a fence. theres a bridge to the east if you need to change sides

―Anonymous, March 2013

Waited very long time to get a ride direction Kassel - it was impossible and I gave up and walked to the train station in Hainstadt which was screwed as well as trains pass only every two hours. Maybe on weekdays with trucks it's better.

―Moritz0711 (Hitchwiki), July 2013

Had to wait a bit longer on sunday, but still a ride to Koln in 1,5hrs.

―Koendev (Hitchwiki), February 2014

I'm not fully sure this is the place I got a car towards Koln at, but it it's Rest-stop Weiskirchen, then it is :) I waited for two hours here with a sign that said ""Koln-Nijmegen"" and then a bunch of punks stopped for me. The place is good (2 hours is just my luck), lots of traffic to Belgium and the Netherlands, as well.

―Tomasmarc (Hitchwiki), July 2014

Direction Nürnberg, Passau, Wien/Vienna best spot in Rhein-Main. The BurgerKing help a lot, because a lot of people stop here. Sometimes I wait for max a hour, sometimes just seconds. But I look everytime for plates minimum to Nürnberg because there is a next perfect gas-station

―Anonymous, February 2016

Got a ride to Koblenz pretty quick!

―Emanuele19956 (Hitchwiki), September 2016

A very large service station on the A3. I got a ride - direction Karlsruhe in 30mins. If you need to cross on the other side, there's a little bridge to the east.

―Anonymous",DE,5.0
879,50.05754658532451,8.893944616191087,DE,5.0,,,"I got here with the S1 from Frankfurt till Weiskirschen, and a long walk. I got a ride in less than 5' but it was local.

―Anonymous, April 2013",DE,5.0
