,id,lat,lon,rating,country,wait,name,comment,datetime,reviewed,banned,ip,dest_lat,dest_lon,geometry
4480,4481,48.1150012198419,11.6131711006165,4.0,DE,,Shaun 04 (Hitchwiki),"With a sign to Salzburg, it still took 3hours to get a ride, and that wasn't even all the way. Arrived at spot around 12 noon. Maybe chances would be improved if you get there earlier.",2015-06-13 18:07:34.000000,1,0,,,,POINT (11.6131711006165 48.1150012198419)
4481,4482,48.1150012198419,11.6131711006165,4.0,DE,,Maxim1110 (Hitchwiki),"Pointless. Stood with a sign ""Rosenheim"" for 2 hours on a Tuesday morning and then gave up and went to the first gas station on the Autobahn.",2015-12-17 00:47:50.000000,1,0,,,,POINT (11.6131711006165 48.1150012198419)
4482,4483,48.1150012198419,11.6131711006165,4.0,DE,,,"a BIG SIGN is good for the drivers to read at the traffic light Wed 1410, 1500 a driver stopped.
 Wanted Vienna, but he adviced and brought me to the Holzbrück petrol station. The driver drive fast if they had green, so have a big sign. The traffic itself is quite far from the bus, so again, a big sign. Much stopping space.",2016-07-21 11:49:51.000000,1,0,,,,POINT (11.6131711006165 48.1150012198419)
4483,4484,48.1150012198419,11.6131711006165,4.0,DE,,AdrianB (Hitchwiki),"Was standing here in the bus stop today and after 1 MINUTE 2 guys took me to the A8 motorway around the 25th km stone, so I was on my way to Austria, Salzburg! :) 
",2016-08-26 18:55:35.000000,1,0,,,,POINT (11.6131711006165 48.1150012198419)
4484,4485,48.1150012198419,11.6131711006165,4.0,DE,,,Right now not an option because of a construction site,2019-08-06 08:00:34.000000,1,0,,,,POINT (11.6131711006165 48.1150012198419)
4485,4486,47.8300834017805,11.9069588184357,4.0,DE,,,"An offer to Salzburg after 10 min, an offer to Kufstein (which were on my sign) after 15 min",2011-10-09 00:23:06.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4486,4487,47.8300834017805,11.9069588184357,4.0,DE,,Santa klaus (Hitchwiki),"Waited here on an Wednesday noon more than an hour trying to get a ride to Nürnberg or Augsburg. Ended up going to the next gas station in valley, which was worse because less traffic. Lot of international traffic, especially for the skiing season. Maybe a nice hop-off for far-way travels (Netherlands e. g.), although most of the cars are full.",2012-03-22 23:32:22.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4487,4488,47.8300834017805,11.9069588184357,4.0,DE,,Robbel (Hitchwiki),"I asked my previous driver to drop me here. Then I made a sign for ""Salzburg"" and got a ride to this city in 10 minutes",2012-04-24 11:40:26.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4488,4489,47.8300834017805,11.9069588184357,4.0,DE,,Koendev (Hitchwiki),"Hitched just before the roundabout in direction Munich, took only 10min for a ride to Nurnberg :)",2013-06-30 14:52:32.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4489,4490,47.8300834017805,11.9069588184357,4.0,DE,,Krassberd (Hitchwiki),"tried to get south towards italy for 1,5 hours. It was school holiday time and it was Italy so I think we did average.
",2013-08-19 22:22:24.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4490,4491,47.8300834017805,11.9069588184357,4.0,DE,,Mat (Hitchwiki),"many traffic,cool place. 2 men at 8 am, waited around 30min  (with several short rides refuses) for a direct ride to Schladming (austria), perfect on our way to Graz, with a crazy italian driver.",2014-07-08 16:40:00.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4491,4492,47.8300834017805,11.9069588184357,4.0,DE,,GregGM (Hitchwiki),"m+f, early August, afternoon. Many cars, big rest station. We were too lazy to walk around and just sat down and waved our sign. After around 30 minutes we got a ride to Salzburg.",2014-08-22 11:05:15.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4492,4493,47.8300834017805,11.9069588184357,4.0,DE,,Mochilero (Hitchwiki),If you're going towards Austria it's easy going. Took me not even 15mins to find a ride till Linz.,2014-10-17 17:14:25.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4493,4494,47.8300834017805,11.9069588184357,4.0,DE,,LaZubi (Hitchwiki),"Dont get dropped of here if u want to go further towards Munich!!!
If so, then dont wait at the petrol station. Go to the roundabout on the other side of the bridge.
If its late u can slepp here easily either in McD or in ur tent ;)",2015-10-07 10:49:38.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4494,4495,47.8300834017805,11.9069588184357,4.0,DE,,,"Amazing place. I went here two times. The first time, I was with my girlfriend and we got a ride to Budapest in 30min. Second time I got a ride to Ljubjana in 20min.",2018-03-04 11:01:39.000000,1,0,,,,POINT (11.9069588184357 47.8300834017805)
4503,4504,48.4030953587985,9.97898697853088,1.0,DE,,Railway (Hitchwiki),"J'ai essaye de faire du stop ici avec un carton MUNICH, j'ai arrete au bout d'une heure force de constate que personne ne pourrait s'arreter la...

I tried to hich-hick here with a sign MUNCHEN. I understood quicly it's a bad place and go to other place.",2014-12-22 15:39:36.000000,1,0,,,,POINT (9.97898697853088 48.4030953587985)
4510,4511,50.4468028048667,7.84805774688721,4.0,DE,,Longhaul (Hitchwiki),I hitchhiked from here to Köln; found a ride in about 15 minutes. This is a good spot! :),2012-10-13 21:22:47.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4511,4512,50.4468028048667,7.84805774688721,4.0,DE,,Amauryfraise (Hitchwiki),"Try to hitchike from here to koblenz (A61) for almost two hour, then change my plan and found easyly a ride to koln.....",2013-05-08 22:07:58.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4512,4513,50.4468028048667,7.84805774688721,4.0,DE,,Koendev (Hitchwiki),Long rides everywhere! :D,2013-06-30 15:00:01.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4513,4514,50.4468028048667,7.84805774688721,4.0,DE,,,"After 1 minute a Belgian car stopped and the friendly couple took me all the way to Antwerp, right where my bike stood. Thank you very much!",2015-09-24 22:49:56.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4514,4515,50.4468028048667,7.84805774688721,4.0,DE,,Quarim (Hitchwiki),"No Problem to Cologne, hard to find someone to go on A48 to the West. Maybe you can find someone for A61 and change direction in Mendig for A48",2016-06-13 10:57:28.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4515,4516,50.4468028048667,7.84805774688721,4.0,DE,,Emanuele19956 (Hitchwiki),This place is not very busy... only few cars going by. It was worth the wait though and I got a direct ride to Amsterdam after 1 and a half hours.,2016-09-12 22:35:39.000000,1,0,,,,POINT (7.84805774688721 50.4468028048667)
4524,4525,51.1932850186226,6.37870073318481,3.0,DE,,,just possible to go south...for going north no possibility to stop safely...,2012-08-16 16:10:50.000000,1,0,,,,POINT (6.37870073318481 51.1932850186226)
4525,4526,51.1932850186226,6.37870073318481,3.0,DE,,,Wanted to go on A61 direction Koblenz on a saturday in May. Good place for cars to stop but they didn't stop. In the end people who walked in the nature park and parked over there took me away a little bit further on the A61.,2013-05-07 12:18:32.000000,1,0,,,,POINT (6.37870073318481 51.1932850186226)
4526,4527,51.0037941493808,6.52301967144012,4.0,DE,,Ilmer (Hitchwiki),Fuel station and restaurant with a reasonable amount of traffic (cars and trucks) stopping. Had to wait a bit for a reasonable ride but got a ride from here South to Stuttgart.,2012-11-05 13:38:42.000000,1,0,,,,POINT (6.52301967144012 51.0037941493808)
4527,4528,51.0037941493808,6.52301967144012,4.0,DE,,,Saturday in May - good place to hitch heading south on A61. Had after 15 min a Dutch car all the way to Worms tankstation (near Mannheim).,2013-05-07 12:22:18.000000,1,0,,,,POINT (6.52301967144012 51.0037941493808)
4528,4529,51.0037941493808,6.52301967144012,4.0,DE,,IsntThatIllegal? (Hitchwiki),Stayed here overnight in July after arriving at dark.  Slept inside restaurant need the kids play area and none of the staff bothered me.  Hitched north towards Eindhoven in the morning. Took 1 hour. For anyone heading to Calais/UK I would suggest turning off onto the A4 West to Aachen - much easier to get to Antwerp etc this way.,2013-07-14 12:25:20.000000,1,0,,,,POINT (6.52301967144012 51.0037941493808)
4529,4530,50.3560852725372,8.6982536315918,4.0,DE,,,,2006-09-05 00:00:00.000000,1,0,,,,POINT (8.6982536315918 50.3560852725372)
4530,4531,48.4545950338855,10.0262635946274,2.0,DE,,,IMO there's too little space for cars to stop here. Better option would be to walk back the road B19 300m towards Ulm to bus stop at the small crossroads. Most cars going towards München come from Ulm anyway.,2011-10-21 15:36:33.000000,1,0,,,,POINT (10.0262635946274 48.4545950338855)
4531,4532,48.4545950338855,10.0262635946274,2.0,DE,,,Take bus no 58 from Ulm ZOB to get here.,2011-10-22 17:07:42.000000,1,0,,,,POINT (10.0262635946274 48.4545950338855)
4534,4535,50.877328559856,7.94478893280029,4.0,DE,,,"schwierig Richtung Köln, perfekt für den Norden",2019-06-03 00:27:47.000000,1,0,,,,POINT (7.94478893280029 50.877328559856)
4543,4544,50.0518483749985,8.57107400894165,3.0,DE,,Anninassi (Hitchwiki),"did that 4 times until now. it's the perfect place. it's warm, nice music and you can ask the people personally",2013-03-19 00:43:43.000000,1,0,,,,POINT (8.57107400894165 50.0518483749985)
4544,4545,50.0518483749985,8.57107400894165,3.0,DE,,Flasher702 (Hitchwiki),Seems to mostly be people with full cars. I tried it for about an hour with no luck. On the upside it is warm and people are friendly. Try instead the road by the departure gates.,2013-04-18 21:41:15.000000,1,0,,,,POINT (8.57107400894165 50.0518483749985)
4545,4546,50.0518483749985,8.57107400894165,3.0,DE,,,"When I start from Mainz, I always take the train to the airport and ask people when they pay for parking. I found lifts in every direction on the A3 and A5 from here, but usually there are more people going direction Köln or Karlsruhe.",2014-07-15 08:50:40.000000,1,0,,,,POINT (8.57107400894165 50.0518483749985)
4546,4547,53.0818778422258,8.90559911727905,3.0,DE,,,"OK Spot, many drivers are already too fast though",2011-01-12 11:54:36.000000,1,0,,,,POINT (8.90559911727905 53.0818778422258)
4547,4548,53.0818778422258,8.90559911727905,3.0,DE,,Besto (Hitchwiki),"Used to be the best spot in former times, but cars became faster, so they don't stop as easily anymore ...
",2011-09-01 10:20:22.000000,1,0,,,,POINT (8.90559911727905 53.0818778422258)
4548,4549,53.0818778422258,8.90559911727905,3.0,DE,,Dorni (Hitchwiki),"This spot is ok in the direction of Hannover, but not to Hamburg. ",2012-08-28 16:12:03.000000,1,0,,,,POINT (8.90559911727905 53.0818778422258)
4566,4567,48.7406678926557,9.03553068637848,5.0,DE,,Gustavobretz (Hitchwiki),"very good place with very nice drivers, they were very helpful. Took me 5 min asking the riders to take me south. Don't wait on the exit with the thumb up",2015-06-18 12:01:30.000000,1,0,,,,POINT (9.03553068637848 48.7406678926557)
4567,4568,48.7406678926557,9.03553068637848,5.0,DE,,,"Very good spot, we have waited for 20 minutes to get a ride to Munich. ",2022-05-04 22:05:09.000000,1,0,,,,POINT (9.03553068637848 48.7406678926557)
4575,4576,49.7555451175034,9.95917081832886,4.0,DE,,Couleurmate (Hitchwiki),"From there, a postcard panorama of the city !! ",2011-09-15 12:44:18.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4576,4577,49.7555451175034,9.95917081832886,4.0,DE,,,"take a tram nr 5 to Rottenbauer or nr 3 to Athener Ring, get off at Berner Straße and walk for ca.25 min",2011-12-06 18:23:06.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4577,4578,49.7555451175034,9.95917081832886,4.0,DE,,Fverhart (Hitchwiki),Scenic and relaxed. ,2012-10-07 23:16:29.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4578,4579,49.7555451175034,9.95917081832886,4.0,DE,,Ostkreuz (Hitchwiki),Found a ride to Arnhem (NL) in about 40 min on Tue morning in July.  The driver was going further onward to Amsterdam. Loads of Dutch drivers.,2012-10-21 16:13:25.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4579,4580,49.7555451175034,9.95917081832886,4.0,DE,,Dorearendil (Hitchwiki),"Nice parking, plenty of space to walk around and speak to people. And the nice view as a cherry on the cake.",2013-08-10 00:58:15.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4580,4581,49.7555451175034,9.95917081832886,4.0,DE,,Koendev (Hitchwiki),Should've waited longer for an even better ride I guess. Wonderful spot.,2014-05-08 14:14:29.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4581,4582,49.7555451175034,9.95917081832886,4.0,DE,,,Got a ride to Pilsen in about 15 minutes. Not recommended if you're going to the north of Germany (e.g. Dresden/Berlin),2015-05-18 21:08:31.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4582,4583,49.7555451175034,9.95917081832886,4.0,DE,,Emanuele19956 (Hitchwiki),got a ride to Frankfurt after 15 mins!,2016-09-12 22:29:56.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4583,4584,49.7555451175034,9.95917081832886,4.0,DE,,,"There's a desolate sitting area in the restaurant building (first one on the right after entering, the one with a TV and slot machines) with comfy, cushioned chairs which makes a great napping spot; only downside is that it closes for the night. Fell asleep with a ""Nederland"" sign in the early morning and got woken up by a driver who took me to a petrol station just before Bonn a few hours later. Nice and crowded spot for the other part.",2018-08-12 16:35:57.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4584,4585,49.7555451175034,9.95917081832886,4.0,DE,,,"nice place, but never try to go south to Stuttgart or similar. I had a hard walk and 8 hours waiting for not even a lift to the A81! ",2018-09-30 18:52:08.000000,1,0,,,,POINT (9.95917081832886 49.7555451175034)
4585,4586,51.5329422427456,9.9267053604126,3.0,DE,,Joschi (Hitchwiki),Few cars take you to the highway. We accepted a lift to the Kaufpark at least to continue from there.,2011-09-27 23:48:10.000000,1,0,,,,POINT (9.9267053604126 51.5329422427456)
4586,4587,51.5239314121594,9.87683773040771,5.0,DE,,Mileagainst (Hitchwiki),Quite easy to find a ride to Kassel,2012-09-20 20:51:08.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4587,4588,51.5239314121594,9.87683773040771,5.0,DE,,,"I got a ride to Kassel in 10 min...
",2013-03-07 16:55:23.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4588,4589,51.5239314121594,9.87683773040771,5.0,DE,,,"big ramp, even trucks can stop here. worth to go there",2014-07-14 10:30:41.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4589,4590,51.5239314121594,9.87683773040771,5.0,DE,,,Good spot - took me 5 minutes for a car to Kassel.,2014-09-06 21:29:54.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4590,4591,51.5239314121594,9.87683773040771,5.0,DE,,,"1 min
",2014-10-03 13:55:41.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4591,4592,51.5239314121594,9.87683773040771,5.0,DE,,,"Female, alone. Got a ride to Kassel in less than 1 minute.
",2016-07-27 11:06:17.000000,1,0,,,,POINT (9.87683773040771 51.5239314121594)
4592,4593,48.3864824588124,10.0354099273682,4.0,DE,,,,,1,0,,,,POINT (10.0354099273682 48.3864824588124)
4593,4594,48.1769039238979,11.5859842300415,3.0,DE,5.0,Phidias81 (Hitchwiki),"There is a traffic light, I just went asking people, and the first persona picked me up! He wa not going far, to the airport, but it was something
",2011-04-07 20:37:59.000000,1,0,,,,POINT (11.5859842300415 48.1769039238979)
4594,4595,54.0938321554481,13.3993721008301,5.0,DE,,,,,1,0,,,,POINT (13.3993721008301 54.0938321554481)
4595,4596,52.6144881044896,13.5375595092773,4.0,DE,,,,,1,0,,,,POINT (13.5375595092773 52.6144881044896)
4596,4597,51.0776588746651,13.7399053573608,4.0,DE,,,,,1,0,,,,POINT (13.7399053573608 51.0776588746651)
4597,4598,54.0924982239802,13.3549976348877,5.0,DE,,,Perfect for direction west. For Hamburg get a car past Rostock because the first fuel station is Fuchsberg behind Rostock!,2011-12-04 00:09:18.000000,1,0,,,,POINT (13.3549976348877 54.0924982239802)
4598,4599,54.0586825884702,13.3773994445801,4.0,DE,,,,,1,0,,,,POINT (13.3773994445801 54.0586825884702)
4599,4600,51.0663198502892,13.7393045425415,3.0,DE,,Naysayr (Hitchwiki),"waited here for about 40 mins and gave up, the bus stop is not regularly used by local transport, so the location is perfect, but cars just didn't stop",2012-09-08 21:07:02.000000,1,0,,,,POINT (13.7393045425415 51.0663198502892)
4600,4601,51.0663198502892,13.7393045425415,3.0,DE,,Thebohemian (Hitchwiki),"Indeed, this place looks perfect but a big deal of cars stay in the city. Just walk a few hundred meters along the Hansastrasse and wait near the McDonalds store.",2013-05-20 12:35:11.000000,1,0,,,,POINT (13.7393045425415 51.0663198502892)
4601,4602,51.0637577358976,13.6783003807068,5.0,DE,,,Best place to leave Dresden direction West/South.,2010-11-30 13:09:41.000000,1,0,,,,POINT (13.6783003807068 51.0637577358976)
4602,4603,51.0637577358976,13.6783003807068,5.0,DE,,FlinkerElch (Hitchwiki),don't be afraid if there aren't many cars around the gas station...most of them will head west/south and can take you at least to Chemnitz.,2011-10-07 18:16:26.000000,1,0,,,,POINT (13.6783003807068 51.0637577358976)
4603,4604,54.0795342036801,12.1932148933411,4.0,DE,,Dr.Keith (Hitchwiki),"A personal favorite because there is an apple tree right next to it!  There's space for cars to pull over, but they can only stop if there's nobody directly behind them, so don't use this spot in very heavy traffic.",2014-07-08 18:17:43.000000,1,0,,,,POINT (12.1932148933411 54.0795342036801)
4604,4605,54.0795342036801,12.1932148933411,4.0,DE,,Kovacspetyesz (Hitchwiki),"okay, its a great spot, but cars can not stop easily",2016-11-06 20:08:04.000000,1,0,,,,POINT (12.1932148933411 54.0795342036801)
4605,4606,53.3798470033772,13.0835151672363,4.0,DE,20.0,,,,1,0,,,,POINT (13.0835151672363 53.3798470033772)
4607,4608,51.3194017624593,12.5234699249268,2.0,DE,,,,,1,0,,,,POINT (12.5234699249268 51.3194017624593)
4608,4609,51.4779684781574,12.0795857906342,2.0,DE,,,,,1,0,,,,POINT (12.0795857906342 51.4779684781574)
4693,4694,48.0125062460991,7.80709505081177,4.0,DE,,,,,1,0,,,,POINT (7.80709505081177 48.0125062460991)
4694,4695,47.9999445252788,7.7983832359314,3.0,DE,,,,,1,0,,,,POINT (7.7983832359314 47.9999445252788)
4697,4698,49.8782237875191,10.9282851219177,4.0,DE,,,,,1,0,,,,POINT (10.9282851219177 49.8782237875191)
4720,4721,51.2674063235791,9.51639175415039,3.0,DE,90.0,DasSchöneBiest (Hitchwiki),"""Dreieck Kassel-Süd"". The highway splits up here. It seems that more people go to the west on A44. Nevertheless there is much traffic so you will find a lift to the south with some patience.",2011-10-06 11:21:40.000000,1,0,,,,POINT (9.51639175415039 51.2674063235791)
4721,4722,51.2674063235791,9.51639175415039,3.0,DE,90.0,,"The fuelstation has closed in southern direction(northern it's as it was). There is still a parking lot and I had luck with a truck driver, but, coming from Göttingen, you better ignore this station imho. (next on A7 is Hasselberg).",2012-04-17 19:08:26.000000,1,0,,,,POINT (9.51639175415039 51.2674063235791)
4722,4723,51.2674063235791,9.51639175415039,3.0,DE,90.0,Koendev (Hitchwiki),"Can confirm the above comment, our driver told us the same. If you come from the A44 it's better to get off at Bühleck.",2013-03-10 00:02:49.000000,1,0,,,,POINT (9.51639175415039 51.2674063235791)
4723,4724,51.2674063235791,9.51639175415039,3.0,DE,90.0,Winnipeg01 (Hitchwiki),Generally ok if you want to catch a ride south but not ideal if you want to want to go west on the A44. Rather get out a station before..,2014-09-07 17:57:19.000000,1,0,,,,POINT (9.51639175415039 51.2674063235791)
4724,4725,53.4846685007839,10.0253570079803,4.0,DE,,,More people to Bremen (A1) than to Hannover (A7) but there are so many cars that it's really easy to get anywhere.,2012-09-22 14:47:12.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4725,4726,53.4846685007839,10.0253570079803,4.0,DE,,,Poor traffic on saturday evenings. Althought it was already dark and very few drivers I got a lift within 10 minutes towards Bremen,2012-12-08 17:50:54.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4726,4727,53.4846685007839,10.0253570079803,4.0,DE,,Pite (Hitchwiki),"it wasn't that easy on sunday morning, but worked anyway. loved how easy to reach the place.",2013-06-12 21:21:29.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4727,4728,53.4846685007839,10.0253570079803,4.0,DE,,Paczix (Hitchwiki),We were here on Friday at 7 am. It's easy to reach by public transport. After 30 mins a woman offered us a ride to Bremen.,2013-10-12 21:33:27.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4728,4729,53.4846685007839,10.0253570079803,4.0,DE,,Onioncat (Hitchwiki),"met another fellow HHer there, together we got a lift to Bremen-Cologne in 3 mins. M&F, working day, 3pm",2014-07-05 19:32:17.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4729,4730,53.4846685007839,10.0253570079803,4.0,DE,,,"Bad for going south via A7, most of the cars were on the way to Bremen. waited for 1,5h and gave up, I went to the Harburger Rasthof Bege which I feel like is a better spot to get a ride south.",2019-06-21 09:25:57.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4730,4731,53.4846685007839,10.0253570079803,4.0,DE,,,"Managed to get a lift south via A7 in about 20 Minutes for already two times. Also, Stillhorn ist very easy to reach. I like this spot a lot!",2019-09-03 16:30:39.000000,1,0,,,,POINT (10.0253570079803 53.4846685007839)
4835,4836,54.3153216473314,10.1103186607361,3.0,DE,,,"Couldn't get a ride there for about 2 hours, probably cause there isn't much space to stop a car, so i found my ride at IKEA parking lot, which is right next to that spot.",2011-08-20 15:17:03.000000,1,0,,,,POINT (10.1103186607361 54.3153216473314)
4836,4837,54.3153216473314,10.1103186607361,3.0,DE,,Santa klaus (Hitchwiki),"Difficult to stop, but a lot of cars. Only place which worked for us towards Hamburg.",2012-03-05 14:39:10.000000,1,0,,,,POINT (10.1103186607361 54.3153216473314)
4837,4838,54.3153216473314,10.1103186607361,3.0,DE,,Wukk (Hitchwiki),best spot direction Hamburg. Hitched around 50x from that place and usually got a ride between 30 minutes. ,2012-03-07 13:12:02.000000,1,0,,,,POINT (10.1103186607361 54.3153216473314)
4838,4839,54.3153216473314,10.1103186607361,3.0,DE,,Francesc4052 (Hitchwiki),"Me and a buddy tried to hitch to Denmark border late afternoon for 2 hours but had no luck, tried agan the morning after, caught a ride after 1 hour and half to Hamburg 'cause we decided to try to go to the ferry. ",2016-08-03 16:54:52.000000,1,0,,,,POINT (10.1103186607361 54.3153216473314)
4839,4840,53.6338276804636,9.92520868778229,4.0,DE,10.0,Mileagainst (Hitchwiki),"Well, it is officially illegal, but when you get to this spot then it seems perfect with lots of place for cars to stop and everyone is going to the highway direction north",2012-09-20 20:12:59.000000,1,0,,,,POINT (9.92520868778229 53.6338276804636)
4879,4880,50.1139324731263,8.64851474761963,4.0,DE,20.0,,,,1,0,,,,POINT (8.64851474761963 50.1139324731263)
4909,4910,51.3834930337402,6.2172532081604,2.0,NL,,,,,1,0,,,,POINT (6.2172532081604 51.3834930337402)
5041,5042,50.4398301715124,7.22418665885925,3.0,DE,,Kai (Hitchwiki),Got just before dusk. Was very very hard to get a ride. Had to wait 2 hours to get a truck driver take me to Koblenz Hbf. The store with restrooms and a BurgerKing is opened 24/7 so waiting wasnt that much of a problem.,2011-10-19 23:49:31.000000,1,0,,,,POINT (7.22418665885925 50.4398301715124)
5042,5043,50.4398301715124,7.22418665885925,3.0,DE,,Kolodez (Hitchwiki),I waited 55 min for a lift onto the A48 direction to Trier.,2013-09-17 08:35:24.000000,1,0,,,,POINT (7.22418665885925 50.4398301715124)
5068,5069,52.4537080146515,13.5132694244385,3.0,DE,,,"direction dresden, i got after 30mins a lift to the service station ""rüblingsheide"" (50km outside of berlin).",2010-12-06 20:49:07.000000,1,0,,,,POINT (13.5132694244385 52.4537080146515)
